"x" "y"
"1" -1 0.394394847980585
"2" 1 1.08643395183501
"3" -1 0.886749037096059
"4" 1 2.33336997015518
"5" -1 -0.17063961823861
"6" 1 2.81882813653178
"7" -1 0.388365162819368
"8" 1 1.55406497278784
"9" -1 0.23111493441816
"10" 1 2.64751335797759
"11" -1 0.356283344862047
"12" 1 1.34198979205052
"13" -1 0.855202205064192
"14" 1 3.15293622555862
"15" -1 0.276274556543337
"16" 1 2.14410466246219
"17" -1 -0.075625080779838
"18" 1 4.16141584630279
"19" -1 0.276315532135793
"20" 1 1.84170597130006
"21" -1 -2.50791780219725
"22" 1 0.434718234969467
"23" -1 -0.0776732006105648
"24" 1 2.2062940448431
"25" -1 0.276872458861614
"26" 1 2.82150678044862
"27" -1 -0.194152409320457
"28" 1 3.21458879448256
"29" -1 -0.921516042869578
"30" 1 0.791557279556933
"31" -1 -1.22898617755381
"32" 1 2.74229702418652
"33" -1 -0.082919942339226
"34" 1 2.7898179218205
"35" -1 -0.267706421557085
"36" 1 1.40810789778719
"37" -1 -0.368352575126506
"38" 1 0.147383175758271
"39" -1 -1.16961526041411
"40" 1 0.55796535364155
"41" -1 1.05432227197535
"42" 1 1.4026699086372
"43" -1 0.78945985279018
"44" 1 3.51649060169196
"45" -1 -0.191774809109942
"46" 1 2.28387890635235
"47" -1 -1.75106751939608
"48" 1 1.1813302224802
"49" -1 0.0562148493828386
"50" 1 2.29908690333615
"51" -1 -0.759398117298882
"52" 1 4.6848589992268
"53" -1 -0.458390139092389
"54" 1 2.06424355663004
"55" -1 0.649791867153518
"56" 1 1.973981365226
"57" -1 -0.643567387027114
"58" 1 3.04530566396331
"59" -1 1.6155453232072
"60" 1 1.97030602895016
"61" -1 0.562267345403066
"62" 1 1.90258750149737
"63" -1 1.01645521770216
"64" 1 0.843832605740147
"65" -1 2.32086022399448
"66" 1 1.39646875221166
"67" -1 -1.45884941443809
"68" 1 1.64908217280693
"69" -1 0.146708484145002
"70" 1 3.62362120768023
"71" -1 0.91120967677132
"72" 1 2.14245843204579
"73" -1 -1.38948352398816
"74" 1 1.13396225532789
"75" -1 -0.163284932229294
"76" 1 4.55302611346059
"77" -1 -1.86022757421841
"78" 1 3.13105465184602
"79" -1 -0.527234257233921
"80" 1 3.66599089998742
"81" -1 -1.1392006399734
"82" 1 2.14362323466275
"83" -1 -1.09955094170275
"84" 1 2.90351642636168
"85" -1 1.48377948873809
"86" 1 3.95072100640115
"87" -1 0.797600657589519
"88" 1 3.84326625457782
"89" -1 1.24642390866165
"90" 1 1.86812508817598
"91" -1 0.4770372382847
"92" 1 1.02800578852407
"93" -1 -0.185202169400994
"94" 1 3.22096370834882
"95" -1 0.54128414348235
"96" 1 2.45735733162533
"97" -1 -1.03813103968721
"98" 1 1.39548676966588
"99" -1 -0.764606013753569
"100" 1 2.3952958700135
"101" -1 -0.990507630466559
"102" 1 2.56204139009905
"103" -1 -1.11641641193354
"104" 1 3.82853045813536
"105" -1 0.460591349478104
"106" 1 1.29899638774673
"107" -1 0.241045932501223
"108" 1 1.64754680077204
"109" -1 0.371147959759657
"110" 1 2.2435327187603
"111" -1 -1.01411417266147
"112" 1 1.20868612118053
"113" -1 0.299593684739564
"114" 1 3.63905190875156
"115" -1 1.08461700867092
"116" 1 1.37543252638191
"117" -1 0.825922901647494
"118" 1 1.95143164724371
"119" -1 0.301313651718405
"120" 1 2.26036149073656
"121" -1 2.57544976372339
"122" 1 0.814711189412776
"123" -1 0.100919859012857
"124" 1 0.220022712032384
"125" -1 0.589835922958758
"126" 1 3.0966084717214
"127" -1 1.44566224110115
"128" 1 0.0748547481628792
"129" -1 0.41276949719403
"130" 1 3.59336995138365
"131" -1 -0.414015863042303
"132" 1 1.78784946791805
"133" -1 -0.0365372222047413
"134" 1 2.36501875143304
"135" -1 0.665159875745969
"136" 1 3.31782088371148
"137" -1 -0.0954875904449924
"138" 1 2.19627804547247
"139" -1 2.48799787722146
"140" 1 2.43109892811499
"141" -1 0.188753109329833
"142" 1 0.657756874716551
"143" -1 0.00285604762222659
"144" 1 1.77867384683312
"145" -1 -0.0110458298093738
"146" 1 1.42458235872883
"147" -1 -0.686815652442701
"148" 1 1.27922636817988
"149" -1 -0.214504515399774
"150" 1 3.36813264802863
"151" -1 1.04908662655933
"152" 1 1.64002488205694
"153" -1 -1.68591645453874
"154" 1 1.15541657146405
"155" -1 -0.457760533240508
"156" 1 2.1036380042283
"157" -1 -0.662607275700815
"158" 1 4.00668069083189
"159" -1 -0.272267534418351
"160" 1 0.78605552976049
"161" -1 -0.141261757282513
"162" 1 0.994622418406586
"163" -1 0.156155707275326
"164" 1 2.23363361408987
"165" -1 0.355587611628384
"166" 1 0.378141740875785
"167" -1 0.220711290970649
"168" 1 2.31045008054165
"169" -1 -1.42110844750449
"170" 1 2.95536563973041
"171" -1 0.784170879094338
"172" 1 4.29961936115444
"173" -1 0.156702987375728
"174" 1 2.046733527518
"175" -1 0.0965858340824363
"176" 1 2.0697662309003
"177" -1 -1.84847277533767
"178" 1 0.328872941357756
"179" -1 -0.0775389667912034
"180" 1 1.4189326194335
"181" -1 0.0547365250574253
"182" 1 -0.111208373260531
"183" -1 -1.49869825452676
"184" 1 0.898516561061258
"185" -1 0.986058221060247
"186" 1 0.901509992909884
"187" -1 -0.799513953576531
"188" 1 2.07987381867405
"189" -1 -0.322746361825109
"190" 1 2.14641717866796
"191" -1 2.30506198204569
"192" 1 0.875396328741763
"193" -1 -0.305469639909805
"194" 1 1.48324055025627
"195" -1 1.51239542683245
"196" 1 1.23051507710972
"197" -1 -0.0820869037757183
"198" 1 2.78713361432271
"199" -1 -1.0585905359484
"200" 1 3.65517581574201
